,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills
193,Machine Learning / Artificial Intelligence Scientist,80000-99999,data_scientist,"['TensorFlow', 'Linux', 'AI', 'Microsoft SQL Server', 'Machine Learning', 'Hadoop', 'Scala', 'Oracle', 'SQL', 'Teradata', 'Spark', 'Software Development', 'Python', 'DB2']",14
194,Data Scientist/Developer - Senior,80000-99999,data_scientist,"['Microsoft SQL Server', 'R', 'SQL', '.Net', 'C#', 'QlikView', 'Software Development', 'REST']",8
195,Senior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Analysis Skills', 'Data Science']",3
196,Data Scientist,80000-99999,data_scientist,,0
197,"Associate, Data Scientist, Healthcare",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
198,Electric Vehicle Infrastructure Modeling and Data Scientist...,80000-99999,data_scientist,"['Project Management', 'R', 'C/C++', 'Java', 'MATLAB', 'Python']",6
199,"Associate, Data Scientist, Healthcare",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
200,"Associate, Data Scientist, Healthcare",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
201,IRES - Data Scientist (AS0003XO),80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16
202,IRES - Data Scientist,80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16
203,Pharmacy Analytics Translator (Data Scientist),80000-99999,data_scientist,"['Statistical Software', 'Hive', 'R', 'SAS', 'SQL', 'Tableau', 'Big Data', 'Spark', 'QlikView', 'Python']",10
204,Data Scientist III,80000-99999,data_scientist,"['Statistical Software', 'AI', 'Data Mining', 'Microsoft Powerpoint', 'SAS', 'SQL', 'Tableau', 'Microsoft Word', 'Python']",9
205,Computer Science Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'TS/SCI Clearance', 'Hadoop', 'R', 'Scala', 'Kafka', 'Tableau', 'Splunk', 'Java', 'Big Data', 'Spark', 'Data Warehouse', 'Design Experience', 'Docker', 'Python']",15
206,Human Capital Data Scientist,80000-99999,data_scientist,"['Survival Analysis', 'Microsoft Powerpoint', 'XML', 'Project Management', 'R', 'Statisical Analysis', 'SAS', 'Oracle', 'SQL', 'Excel', 'Microsoft Office', 'HTML5', 'Tableau', 'SPSS', 'NoSQL', 'MATLAB', 'Python']",17
207,Lead Data Scientist,80000-99999,data_scientist,"['Big Data', 'AI', 'Data Mining', 'R', 'Python']",5
208,Junior Data Scientist,80000-99999,data_scientist,"['R', 'SAS', 'SQL', 'Tableau', 'Predictive Analytics', 'Python']",6
209,Data Scientist,80000-99999,data_scientist,"['AI', 'Machine Learning', 'R', 'Python']",4
210,Cyber Defense Data Scientist,80000-99999,data_scientist,"['IAT', 'Kafka', 'Cloud Computing', 'IDS', 'IAT Level II', 'Python']",6
211,Data Scientist- (Machine Learning & Artificial Intelligence),80000-99999,data_scientist,"['TensorFlow', 'Statistical Software', 'AI', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'SPSS', 'Python']",14
212,Data Scientist,80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16
213,Data Scientist/Computational Biologist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Bioinformatics', 'Clinical Trials', 'Java', 'AWS']",7
214,Senior Data Scientist - Pricing & Inventory Models,80000-99999,data_scientist,"['Big Data', 'Machine Learning', 'Python', 'SQL']",4
215,Research Scientist/Data Scientist,80000-99999,data_scientist,"['Microsoft Powerpoint', 'Machine Learning', 'SPSS', 'Data Analysis', 'R', 'Python']",6
216,Senior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Power BI', 'R', 'Azure', 'SDLC', 'SAS', 'SQL', 'Tableau', 'Software Development', 'Python']",10
217,Data Scientist,80000-99999,data_scientist,"['Quantitative Analysis', 'TS/SCI Clearance', 'R', 'SAS', 'Oracle', 'C/C++', 'SQL', 'Excel', 'Tableau', 'STATA', 'SPSS', 'QlikView', 'MATLAB', 'Python']",14
218,Principal Data Scientist,80000-99999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'SQL', 'Java', 'SSL', 'Natural Language Processing', 'Spark', 'DNS', 'Python', 'TCP/IP', 'TCP']",12
219,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'R', 'Python', 'SQL']",4
220,Data Scientist - Secret Clearance Required,80000-99999,data_scientist,"['Quantitative Analysis', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'Excel', 'SQL', 'Tableau', 'ArcGIS', 'Troubleshooting', 'QlikView', 'Python', 'GIS']",13
221,"Sr. Associate, NLP, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
222,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
223,"Scientist, Machine Learning",80000-99999,data_scientist,['Machine Learning'],1
224,Data Scientist,80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16
225,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'C/C++', 'SQL', 'Big Data', 'Splunk', 'Design Experience', 'MATLAB', 'Military Experience', 'Data Mining', 'Hadoop', 'Java', 'Shell Scripting', 'Python']",13
226,Machine Learning and Artificial Intelligence Scientist,80000-99999,data_scientist,"['AI', 'Machine Learning']",2
227,IT - Healthcare Information Data Scientist,80000-99999,data_scientist,"['Data Mining', 'XML', 'SQL', 'Design Experience']",4
228,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Power BI', 'R', 'Statisical Analysis', 'SAS', 'SQL', 'Tableau', 'Data Warehouse', '""Drivers License""', 'Python']",10
229,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
230,"Sr. Associate, NLP, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
231,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
232,Machine Learning Scientist,80000-99999,data_scientist,"['Linux', 'Machine Learning', 'Image Processing', 'C/C++', 'Microsoft Office', 'Java', 'Medical Imaging', 'MATLAB']",8
233,Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Data Mining', 'SAS']",3
234,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
235,Data Scientist,80000-99999,data_scientist,"['Customer Segmentation', 'Hadoop', 'R', 'Marketing', 'SAS', 'Digital Marketing', 'Python', 'SQL']",8
236,Machine Learning Scientist,80000-99999,data_scientist,"['Machine Learning', 'Image Processing']",2
237,"Sr. Associate, NLP, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
238,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
239,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
240,Data Scientist,80000-99999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16
241,Sr Staff Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Scripting', 'R', 'Weka', 'C/C++', 'SQL', 'MATLAB', 'Python']",8
242,"Data Science and Machine Learning, 2019 Undergraduate Intern...",80000-99999,data_scientist,"['TensorFlow', 'Time Management', 'Machine Learning', 'Microsoft Powerpoint', 'Project Management', 'C/C++', 'Microsoft Office', 'Natural Language Processing', 'Python']",9
243,Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'C/C++', 'Big Data', 'Natural Language Processing', 'Data Analysis', 'Information Security', 'Data Mining', 'Network', 'Scala', 'Kafka', 'Java', 'Spark', 'Python']",13
244,"Sr. Associate, NLP, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
245,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
246,"Director, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
247,Senior Data Scientist,80000-99999,data_scientist,"['Machine Learning', 'Power BI', 'R', 'Azure', 'SDLC', 'SAS', 'SQL', 'Tableau', 'Software Development', 'Python']",10
248,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
249,"Sr. Associate, NLP, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
250,Data Scientist - TS/SCI Required,80000-99999,data_scientist,"['TS/SCI Clearance', 'Visual Basic', 'Hadoop', 'R', 'SQL', 'Troubleshooting', 'Python']",7
251,"Data Science and Machine Learning, 2019 Undergraduate Intern",80000-99999,data_scientist,"['TensorFlow', 'Time Management', 'Machine Learning', 'Microsoft Powerpoint', 'Project Management', 'C/C++', 'Microsoft Office', 'Python', 'OOP']",9
252,Analytics & Cognitive â€“ Data Scientist â€“ Solution Specialist...,80000-99999,data_scientist,"['Machine Learning', 'XML', 'Perl', 'R', 'C/C++', 'SQL', 'JSON', 'Natural Language Processing', 'PL/SQL', 'SPSS', 'Data Analysis', 'MATLAB', 'Visual Basic', 'Hadoop', 'SAS', 'Microsoft Access', 'QlikView', 'Python', 'Elasticsearch']",19
253,Data Scientist - Secret Clearance Required,80000-99999,data_scientist,"['Quantitative Analysis', 'Visual Basic', 'R', 'Oracle', 'C/C++', 'Excel', 'SQL', 'Tableau', 'ArcGIS', 'Troubleshooting', 'QlikView', 'Python', 'GIS']",13
254,"Director, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
255,"Sr. Associate, Data Scientist, NLP",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
256,"Associate Research Scientist, Machine Learning & Statistics,...",80000-99999,data_scientist,['Machine Learning'],1
257,Senior Statistician/Data Scientist,80000-99999,data_scientist,"['Statistical Software', 'Machine Learning', 'R', 'SAS', 'C/C++', 'Quantitative Research', 'SQL', 'Tableau', 'Java', 'STATA', 'SPSS', 'Git', 'NoSQL', 'MATLAB', 'Python']",15
258,Machine Learning Intern,80000-99999,data_scientist,"['JavaScript', 'TensorFlow', 'Machine Learning', 'Hadoop', 'Big Data', 'SaaS', 'Software Development', 'REST', 'Python']",9
259,Sr. Data Scientist - Wholesale Banking Analytics,80000-99999,data_scientist,"['Alteryx', 'Project Management', 'Microsoft Office', 'Tableau']",4
260,Data Scientist,80000-99999,data_scientist,"['Go', 'R', 'SQL', 'Excel', 'Big Data', 'SPSS', 'PostgreSQL', 'AI', 'Microsoft Powerpoint', 'Hadoop', 'Scala', 'Marketing', 'Kafka', 'SAS', 'Oracle', 'Tableau', 'FTP', 'Redis', 'Python']",19
261,"Manager, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
262,"Director, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
263,Sr. Data Scientist Lead,80000-99999,data_scientist,,0
264,"Manager, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
265,"Director, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
266,Data Scientist - Process Development Drug Substance Technolo...,80000-99999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Tableau', 'Data Analysis', 'MATLAB', 'Leadership Experience', 'Python']",8
267,"Data Science and Machine Learning, 2019 Graduate Intern",80000-99999,data_scientist,"['TensorFlow', 'Time Management', 'Machine Learning', 'Microsoft Powerpoint', 'Project Management', 'C/C++', 'Microsoft Office', 'Python', 'OOP', 'Signal Processing']",10
268,Data Scientist,80000-99999,data_scientist,"['TensorFlow', 'Machine Learning', 'Scala', 'R', 'C/C++', 'Java', 'Spark']",7
269,Machine Learning Evangelist,80000-99999,data_scientist,['Machine Learning'],1
270,"Associate, Artificial Intelligence & Machine Learning",80000-99999,data_scientist,"['Pig', 'TensorFlow', 'Hive', 'Machine Learning', 'C/C++', 'SQL', 'Big Data', 'Natural Language Processing', 'Data Analysis', 'OOP', 'AI', 'Hadoop', 'Scripting', 'Kafka', 'HBase', 'Java', 'Cassandra', 'MongoDB', 'Spark']",19
271,"Scientist, Applied Machine Learning & Artificial Intelligenc...",80000-99999,data_scientist,"['AI', 'Machine Learning', 'R', 'Python', 'AWS']",5
272,"Data Science and Machine Learning, 2019 Graduate Intern",80000-99999,data_scientist,"['TensorFlow', 'Time Management', 'Machine Learning', 'Microsoft Powerpoint', 'Project Management', 'C/C++', 'Microsoft Office', 'Natural Language Processing', 'Data Analysis', 'Python', 'OOP', 'Signal Processing']",12
273,Data Scientist- Journeyman,80000-99999,data_scientist,"['JavaScript', 'Pig', 'Data Mining', 'Machine Learning', 'TS/SCI Clearance', 'R', 'SQL', 'Big Data', 'GIS', 'Python', 'Elasticsearch']",11
274,Scientist 1 - Machine Learning,80000-99999,data_scientist,"['AI', 'Machine Learning', 'Network', 'SAS', 'Java', 'Python']",6
275,"Manager, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
276,Research Scientist - Machine Learning,80000-99999,data_scientist,"['Java', 'TensorFlow', 'AI', 'Machine Learning', 'Python', 'C/C++']",6
277,"Manager, Data Scientist",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",15
278,AI Scientist - Machine Learning Focus,80000-99999,data_scientist,"['TensorFlow', 'AI', 'Hadoop', 'SQL', 'Natural Language Processing', 'Spark']",6
279,Data Scientist - TS/SCI Required,80000-99999,data_scientist,"['TS/SCI Clearance', 'Visual Basic', 'Hadoop', 'R', 'SQL', 'Troubleshooting', 'Python']",7
280,"Sr. Associate, Data Scientist, NLP, Financial Services",80000-99999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16
